Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_10.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
model                                                                             modelName
http://w3id.org/mlsea/pwc/model/MaXTron%3A%20Mask%20Transformer%20with%20Trajectory%20Attention%20for%20Video%20Panoptic%20Segmentation/MaXTron%20%28ResNet-50%29                                                                                  MaXTron (ResNet-50)
http://w3id.org/mlsea/pwc/model/Malleable%202.5D%20Convolution%3A%20Learning%20Receptive%20Fields%20along%20the%20Depth-axis%20for%20RGB-D%20Scene%20Parsing/Malleable%202.5D%20%28ResNet-101%29                                                                                  Malleable 2.5D (ResNet-101)
http://w3id.org/mlsea/pwc/model/Malleable%202.5D%20Convolution%3A%20Learning%20Receptive%20Fields%20along%20the%20Depth-axis%20for%20RGB-D%20Scene%20Parsing/Malleable%202.5D%20%28ResNet-50%29                                                                                  Malleable 2.5D (ResNet-50)
http://w3id.org/mlsea/pwc/model/torchdistill%3A%20A%20Modular%2C%20Configuration-Driven%20Framework%20for%20Knowledge%20Distillation/Mask%20R-CNN%20%28Bottleneck-injected%20ResNet-50%2C%20FPN%29                                                                                  Mask R-CNN (Bottleneck-injected ResNet-50, FPN)
http://w3id.org/mlsea/pwc/model/Non-local%20Neural%20Networks/Mask%20R-CNN%20%28ResNet-101%20%2B%201%20NL%29                                                                                  Mask R-CNN (ResNet-101 + 1 NL)
http://w3id.org/mlsea/pwc/model/Non-local%20Neural%20Networks/Mask%20R-CNN%20%28ResNet-101%2C%20%2B1%20NL%29                                                                                  Mask R-CNN (ResNet-101, +1 NL)
http://w3id.org/mlsea/pwc/model/Deformable%20ConvNets%20v2%3A%20More%20Deformable%2C%20Better%20Results/Mask%20R-CNN%20%28ResNet-101%2C%20DCNv2%29                                                                                  Mask R-CNN (ResNet-101, DCNv2)
http://w3id.org/mlsea/pwc/model/Mask%20R-CNN/Mask%20R-CNN%20%28ResNet-101-FPN%29                                                                                  Mask R-CNN (ResNet-101-FPN)
http://w3id.org/mlsea/pwc/model/Cross-Iteration%20Batch%20Normalization/Mask%20R-CNN%20%28ResNet-101-FPN%2C%20CBN%29                                                                                  Mask R-CNN (ResNet-101-FPN, CBN)
http://w3id.org/mlsea/pwc/model/Rethinking%20ImageNet%20Pre-training/Mask%20R-CNN%20%28ResNet-101-FPN%2C%20GN%2C%20Cascade%29                                                                                  Mask R-CNN (ResNet-101-FPN, GN, Cascade)
http://w3id.org/mlsea/pwc/model/Group%20Normalization/Mask%20R-CNN%20%28ResNet-101-FPN%2C%20GroupNorm%2C%20long%29                                                                                  Mask R-CNN (ResNet-101-FPN, GroupNorm, long)
http://w3id.org/mlsea/pwc/model/Non-local%20Neural%20Networks/Mask%20R-CNN%20%28ResNet-50%20%2B%201%20NL%29                                                                                  Mask R-CNN (ResNet-50 + 1 NL)
http://w3id.org/mlsea/pwc/model/Mask%20R-CNN/Mask%20R-CNN%20%28ResNet-50%29                                                                                  Mask R-CNN (ResNet-50)
http://w3id.org/mlsea/pwc/model/Non-local%20Neural%20Networks/Mask%20R-CNN%20%28ResNet-50%2C%20%2B1%20NL%29                                                                                  Mask R-CNN (ResNet-50, +1 NL)
http://w3id.org/mlsea/pwc/model/Adaptively%20Connected%20Neural%20Networks/Mask%20R-CNN%20%28ResNet-50%2C%20ACNet%29                                                                                  Mask R-CNN (ResNet-50, ACNet)
http://w3id.org/mlsea/pwc/model/Mask%20R-CNN/Mask%20R-CNN%20%28ResNet-50-FPN%29                                                                                  Mask R-CNN (ResNet-50-FPN)
http://w3id.org/mlsea/pwc/model/Deep%20learning%20approaches%20to%20building%20rooftop%20thermal%20bridge%20detection%20from%20aerial%20images/Mask%20R-CNN%20%28ResNet-50-FPN%29                                                                                  Mask R-CNN (ResNet-50-FPN)
http://w3id.org/mlsea/pwc/model/A%20novel%20Region%20of%20Interest%20Extraction%20Layer%20for%20Instance%20Segmentation/Mask%20R-CNN%20%28ResNet-50-FPN%2C%20GRoIE%29                                                                                  Mask R-CNN (ResNet-50-FPN, GRoIE)
http://w3id.org/mlsea/pwc/model/Group%20Normalization/Mask%20R-CNN%20%28ResNet-50-FPN%2C%20GroupNorm%29                                                                                  Mask R-CNN (ResNet-50-FPN, GroupNorm)
http://w3id.org/mlsea/pwc/model/Group%20Normalization/Mask%20R-CNN%20%28ResNet-50-FPN%2C%20GroupNorm%2C%20long%29                                                                                  Mask R-CNN (ResNet-50-FPN, GroupNorm, long)
http://w3id.org/mlsea/pwc/model/Deep%20learning%20approaches%20to%20building%20rooftop%20thermal%20bridge%20detection%20from%20aerial%20images/Mask%20R-CNN%20%28ResNet-50-FPN%2C%20ImageNet-1k%20pretrain%29                                                                                  Mask R-CNN (ResNet-50-FPN, ImageNet-1k pretrain)
http://w3id.org/mlsea/pwc/model/Deep%20Learning%20for%20Large-Scale%20Traffic-Sign%20Detection%20and%20Recognition/Mask%20R-CNN%20%28ResNet50%29                                                                                  Mask R-CNN (ResNet50)
http://w3id.org/mlsea/pwc/model/Deep%20Learning%20for%20Large-Scale%20Traffic-Sign%20Detection%20and%20Recognition/Mask%20R-CNN%20with%20adaptations%20for%20traffic%20sings%20%28ResNet50%29                                                                                  Mask R-CNN with adaptations for traffic sings (ResNet50)
http://w3id.org/mlsea/pwc/model/Deep%20Learning%20for%20Large-Scale%20Traffic-Sign%20Detection%20and%20Recognition/Mask%20R-CNN%20with%20adaptations%20for%20traffic%20sings%20and%20augmentations%20%28ResNet50%29                                                                                  Mask R-CNN with adaptations for traffic sings and augmentations (ResNet50)
http://w3id.org/mlsea/pwc/model/Mask%20Scoring%20R-CNN/Mask%20Scoring%20R-CNN%20%28ResNet-101%20FPN%29                                                                                  Mask Scoring R-CNN (ResNet-101 FPN)
http://w3id.org/mlsea/pwc/model/Mask%20Scoring%20R-CNN/Mask%20Scoring%20R-CNN%20%28ResNet-101-FPN-DCN%29                                                                                  Mask Scoring R-CNN (ResNet-101-FPN-DCN)
http://w3id.org/mlsea/pwc/model/Mask%20Scoring%20R-CNN/Mask%20Scoring%20R-CNN%20%28ResNet-50%20FPN%29                                                                                  Mask Scoring R-CNN (ResNet-50 FPN)
http://w3id.org/mlsea/pwc/model/Mask%20Transfiner%20for%20High-Quality%20Instance%20Segmentation/Mask%20Transfiner%28ResNet101-FPN%29                                                                                  Mask Transfiner(ResNet101-FPN)
http://w3id.org/mlsea/pwc/model/Mask2Former%20for%20Video%20Instance%20Segmentation/Mask2Former%20%28ResNet-101%29                                                                                  Mask2Former (ResNet-101)
http://w3id.org/mlsea/pwc/model/LaRS%3A%20A%20Diverse%20Panoptic%20Maritime%20Obstacle%20Detection%20Dataset%20and%20Benchmark/Mask2Former%20%28ResNet-101%29                                                                                  Mask2Former (ResNet-101)
http://w3id.org/mlsea/pwc/model/Masked-attention%20Mask%20Transformer%20for%20Universal%20Image%20Segmentation/Mask2Former%20%28ResNet-101%29                                                                                  Mask2Former (ResNet-101)
http://w3id.org/mlsea/pwc/model/LaRS%3A%20A%20Diverse%20Panoptic%20Maritime%20Obstacle%20Detection%20Dataset%20and%20Benchmark/Mask2Former%20%28ResNet-50%29                                                                                  Mask2Former (ResNet-50)
http://w3id.org/mlsea/pwc/model/Mask2Former%20for%20Video%20Instance%20Segmentation/Mask2Former%20%28ResNet-50%29                                                                                  Mask2Former (ResNet-50)
http://w3id.org/mlsea/pwc/model/Masked-attention%20Mask%20Transformer%20for%20Universal%20Image%20Segmentation/Mask2Former%20%28ResNet-50%29                                                                                  Mask2Former (ResNet-50)
http://w3id.org/mlsea/pwc/model/Masked-attention%20Mask%20Transformer%20for%20Universal%20Image%20Segmentation/Mask2Former%20%28ResNet-50%2C%20640x640%29                                                                                  Mask2Former (ResNet-50, 640x640)
http://w3id.org/mlsea/pwc/model/Masked-attention%20Mask%20Transformer%20for%20Universal%20Image%20Segmentation/Mask2Former%20%28ResNet50%29                                                                                  Mask2Former (ResNet50)
http://w3id.org/mlsea/pwc/model/Intra-Batch%20Supervision%20for%20Panoptic%20Segmentation%20on%20High-Resolution%20Images/Mask2Former%20%2B%20Intra-Batch%20Supervision%20%28ResNet-50%29                                                                                  Mask2Former + Intra-Batch Supervision (ResNet-50)
http://w3id.org/mlsea/pwc/model/Unsupervised%20Semantic%20Segmentation%20by%20Contrasting%20Object%20Mask%20Proposals/MaskContrast%20%28ResNet-50%29                                                                                  MaskContrast (ResNet-50)
http://w3id.org/mlsea/pwc/model/MaskConver%3A%20Revisiting%20Pure%20Convolution%20Model%20for%20Panoptic%20Segmentation/MaskConver%20%28ResNet50%2C%20single-scale%29                                                                                  MaskConver (ResNet50, single-scale)
http://w3id.org/mlsea/pwc/model/Per-Pixel%20Classification%20is%20Not%20All%20You%20Need%20for%20Semantic%20Segmentation/MaskFormer%20%28ResNet-50%29                                                                                  MaskFormer (ResNet-50)
http://w3id.org/mlsea/pwc/model/Per-Pixel%20Classification%20is%20Not%20All%20You%20Need%20for%20Semantic%20Segmentation/MaskFormer%28ResNet-101%29                                                                                  MaskFormer(ResNet-101)
http://w3id.org/mlsea/pwc/model/MaskLab%3A%20Instance%20Segmentation%20by%20Refining%20Object%20Detection%20with%20Semantic%20and%20Direction%20Features/MaskLab%2B%20%28ResNet-101%2C%20JFT%29                                                                                  MaskLab+ (ResNet-101, JFT)
http://w3id.org/mlsea/pwc/model/Video%20Instance%20Segmentation/MaskTrack%20R-CNN%20%28ResNet-50%2C%20single-scale%20training%20and%20test%29                                                                                  MaskTrack R-CNN (ResNet-50, single-scale training and test)
http://w3id.org/mlsea/pwc/model/Matrix%20Nets%3A%20A%20New%20Deep%20Architecture%20for%20Object%20Detection/MatrixNet%20Corners%20%28ResNet-152%2C%20multi-scale%29                                                                                  MatrixNet Corners (ResNet-152, multi-scale)
http://w3id.org/mlsea/pwc/model/Beyond%20Synthetic%20Noise%3A%20Deep%20Learning%20on%20Controlled%20Noisy%20Labels/MentorMix%20%28Inception-ResNet-v2%29                                                                                  MentorMix (Inception-ResNet-v2)
http://w3id.org/mlsea/pwc/model/Beyond%20Synthetic%20Noise%3A%20Deep%20Learning%20on%20Controlled%20Noisy%20Labels/MentorMix%20%28InceptionResNet-V2%29                                                                                  MentorMix (InceptionResNet-V2)
http://w3id.org/mlsea/pwc/model/MentorNet%3A%20Learning%20Data-Driven%20Curriculum%20for%20Very%20Deep%20Neural%20Networks%20on%20Corrupted%20Labels/MentorNet%20%28Inception-ResNet-v2%29                                                                                  MentorNet (Inception-ResNet-v2)
http://w3id.org/mlsea/pwc/model/MentorNet%3A%20Learning%20Data-Driven%20Curriculum%20for%20Very%20Deep%20Neural%20Networks%20on%20Corrupted%20Labels/MentorNet%20%28InceptionResNet-V2%29                                                                                  MentorNet (InceptionResNet-V2)
